id,name,now_cost,position,team,web_name,transfers_in_event,influence_rank_type,news_added,ict_index_rank_type,assists,selected_rank,direct_freekicks_order,starts_per_90,goals_conceded,threat_rank_type,status,ep_this,news,selected_rank_type,goals_scored,influence_rank,goals_conceded_per_90,selected_by_percent,in_dreamteam,points_per_game_rank,expected_goal_involvements_per_90,influence,form_rank_type,expected_goals_conceded_per_90,chance_of_playing_this_round,ep_next,expected_assists,expected_goals_conceded,points_per_game,cost_change_start,transfers_in,starts,cost_change_start_fall,creativity,saves_per_90,threat_rank,penalties_saved,points_per_game_rank_type,own_goals,bonus,penalties_missed,expected_goals,chance_of_playing_next_round,event_points,clean_sheets,clean_sheets_per_90,transfers_out,cost_change_event,penalties_order,expected_goals_per_90,creativity_rank_type,expected_assists_per_90,value_season,transfers_out_event,form,bps,saves,expected_goal_involvements,form_rank,creativity_rank,corners_and_indirect_freekicks_order,threat,dreamteam_count,now_cost_rank_type,ict_index,now_cost_rank,minutes,yellow_cards,cost_change_event_fall,red_cards,value_form,ict_index_rank,total_points
308,Mohamed Salah,133,MID,Liverpool,Salah,84424,1,,1,7,3,4.0,1.04,15,1,a,6.2,,2,12,1,0.87,54.8,True,1,0.89,666.6,3,1.12,,7.2,4.48,19.37,7.6,8,3891443,18,-8,564.2,0.0,2,0,1,0,18,1,10.84,,7,6,0.35,1184741,1,2.0,0.63,5,0.26,10.3,12377,6.2,410,0,15.32,6,8,,771.0,4,1,200.4,2,1560,2,-1,0,0.5,1,137
309,Dominik Szoboszlai,71,MID,Liverpool,Szoboszlai,14805,30,,23,4,66,2.0,1.08,14,56,a,3.6,,21,2,76,0.84,6.0,False,69,0.3,306.2,36,1.12,,4.6,3.33,18.72,3.9,1,839475,18,-1,481.0,0.0,87,0,36,0,6,0,1.62,,2,7,0.42,698351,0,,0.1,10,0.2,9.9,17095,3.6,315,0,4.95,70,14,4.0,196.0,1,19,98.3,31,1505,1,0,0,0.5,32,70
310,Thiago Alcántara do Nascimento,48,MID,Liverpool,Thiago,9,303,2023-08-25T09:30:07.201442Z,303,0,422,,0.0,0,301,i,0.0,Hip injury - Expected back 01 Jan,137,0,721,0.0,0.1,False,723,0.0,0.0,274,0.0,0.0,0.0,0.00,0.00,0.0,-2,2111,0,2,0.0,0.0,712,0,303,0,0,0,0.00,0.0,0,0,0.0,19623,0,,0.0,301,0.0,0.0,30,0.0,0,0,0.00,682,717,,0.0,0,177,0.0,274,0,0,0,0,0.0,723,0
311,Konstantinos Tsimikas,48,DEF,Liverpool,Tsimikas,7181,87,2023-12-23T22:00:09.220836Z,48,3,39,,1.09,7,108,i,2.8,Shoulder injury - Unknown return date,14,0,226,0.95,10.4,False,30,0.17,154.8,39,1.13,,0.0,1.18,8.29,4.5,3,1861165,8,-3,248.4,0.0,318,0,6,0,4,0,0.04,0.0,1,4,0.54,808193,-1,,0.01,12,0.16,9.4,401976,2.8,191,0,1.22,119,62,3.0,26.0,1,34,43.0,293,662,0,1,0,0.6,175,45
312,Sepp van den Berg,40,DEF,Liverpool,Van den Berg,0,204,2023-07-17T06:21:35.145355Z,205,0,633,,0.0,0,193,u,0.0,Season long loan to Mainz 05,224,0,549,0.0,0.0,False,562,0.0,0.0,177,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,508,0,202,0,0,0,0.00,0.0,0,0,0.0,2339,0,,0.0,204,0.0,0.0,14,0.0,0,0,0.00,474,535,,0.0,0,196,0.0,678,0,0,0,0,0.0,557,0
313,Virgil van Dijk,62,DEF,Liverpool,Virgil,36024,3,2023-11-09T08:30:08.885661Z,7,2,38,3.0,1.05,15,2,a,5.0,,13,1,17,0.98,10.4,False,68,0.14,459.6,3,1.37,100.0,6.0,0.55,20.91,3.9,2,796664,16,-2,96.7,0.0,84,0,16,0,7,0,1.50,100.0,2,5,0.33,808691,0,,0.1,45,0.04,10.2,10405,5.0,317,0,2.05,20,187,,206.0,1,4,76.4,56,1377,1,0,1,0.8,63,63
626,Jarell Quansah,40,DEF,Liverpool,Quansah,335,144,,149,0,394,,1.05,1,191,a,0.2,,149,0,387,0.53,0.1,False,377,0.01,35.0,127,0.81,,1.2,0.02,1.53,1.2,0,15997,2,0,3.8,0.0,505,0,128,0,0,0,0.00,,0,0,0.0,12109,0,,0.0,151,0.01,1.5,293,0.2,36,0,0.02,369,411,,0.0,0,194,3.9,675,171,0,0,0,0.0,422,6
627,Bobby Clark,44,MID,Liverpool,Clark,17,245,,248,0,609,,0.0,0,242,a,0.0,,232,0,636,0.0,0.0,False,648,0.0,0.0,209,0.0,,1.0,0.00,0.00,0.0,-1,1423,0,1,0.0,0.0,612,0,253,0,0,0,0.00,,0,0,0.0,1992,0,,0.0,246,0.0,0.0,39,0.0,0,0,0.00,581,627,,0.0,0,314,0.0,560,0,0,0,0,0.0,641,0
628,Ben Doak,44,MID,Liverpool,Doak,8,220,2023-12-19T14:30:11.311171Z,222,0,556,,0.0,0,244,i,0.0,Knee injury - Unknown return date,205,0,482,0.0,0.0,False,421,0.0,0.2,211,0.97,0.0,0.0,0.00,0.14,1.0,-1,5126,0,1,0.8,0.0,614,0,189,0,0,0,0.00,0.0,0,0,0.0,7506,0,,0.0,212,0.0,0.2,72,0.0,3,0,0.00,583,434,,0.0,0,316,0.1,562,13,0,0,0,0.0,487,1
629,James McConnell,44,MID,Liverpool,McConnell,16,217,,221,0,642,,0.0,0,241,a,0.0,,250,0,476,0.0,0.0,False,420,0.0,1.0,208,0.9,,1.0,0.00,0.01,1.0,-1,1103,0,1,0.0,0.0,611,0,188,0,0,0,0.00,,0,0,0.0,1575,0,,0.0,245,0.0,0.2,16,0.0,3,0,0.00,580,626,,0.0,0,313,0.1,559,1,0,0,0,0.0,486,1
668,Wataru Endo,54,MID,Liverpool,Endo,802,122,,152,0,429,,1.01,3,182,a,2.4,,140,1,296,0.51,0.1,False,342,0.08,97.2,65,1.32,,3.4,0.30,7.79,1.6,-1,12691,6,1,40.4,0.0,366,0,150,0,0,0,0.19,,1,3,0.51,9849,0,,0.03,165,0.05,3.9,292,2.4,85,0,0.49,143,312,,16.0,0,70,15.2,113,533,4,0,0,0.4,340,21
708,Ryan Gravenberch,50,MID,Liverpool,Gravenberch,295,138,2023-12-18T00:00:11.256131Z,121,0,444,,1.02,6,100,a,1.2,,147,0,325,1.02,0.1,False,353,0.32,72.2,97,1.05,75.0,2.6,0.51,6.19,1.5,0,27565,6,0,99.0,0.0,164,0,155,0,0,0,1.36,100.0,1,2,0.34,21969,0,,0.23,114,0.09,3.8,416,1.6,68,0,1.87,212,185,,101.0,0,127,27.1,200,530,0,0,0,0.3,260,19
726,Luke Chambers,40,DEF,Liverpool,Chambers,39,208,,209,0,616,,0.0,0,197,a,0.0,,217,0,557,0.0,0.0,False,570,0.0,0.0,181,0.0,,1.0,0.00,0.00,0.0,0,1819,0,0,0.0,0.0,516,0,206,0,0,0,0.00,,0,0,0.0,1165,0,,0.0,208,0.0,0.0,53,0.0,0,0,0.00,482,543,,0.0,0,200,0.0,686,0,0,0,0,0.0,565,0
728,Callum Scanlon,40,DEF,Liverpool,Scanlon,14,226,,226,0,678,,0.0,0,216,a,0.0,,235,0,582,0.0,0.0,False,594,0.0,0.0,199,0.0,,1.0,0.00,0.00,0.0,0,530,0,0,0.0,0.0,542,0,223,0,0,0,0.00,,0,0,0.0,468,0,,0.0,225,0.0,0.0,23,0.0,0,0,0.00,507,567,,0.0,0,221,0.0,714,0,0,0,0,0.0,589,0
743,Treymaurice Nyoni,45,MID,Liverpool,Nyoni,7,296,,299,0,757,,0.0,0,297,a,0.0,,325,0,712,0.0,0.0,False,717,0.0,0.0,263,0.0,,1.0,0.00,0.00,0.0,0,119,0,0,0.0,0.0,703,0,299,0,0,0,0.00,,0,0,0.0,87,0,,0.0,295,0.0,0.0,7,0.0,0,0,0.00,666,708,,0.0,0,283,0.0,476,0,0,0,0,0.0,718,0
756,Marcelo de Araújo Pitaluga Filho,40,GKP,Liverpool,Pitaluga,8,68,,68,0,749,,0.0,0,42,a,0.0,,86,0,548,0.0,0.0,False,561,0.0,0.0,66,0.0,,1.0,0.00,0.00,0.0,0,86,0,0,0.0,0.0,507,0,68,0,0,0,0.00,,0,0,0.0,54,0,,0.0,51,0.0,0.0,8,0.0,0,0,0.00,473,534,,0.0,0,50,0.0,677,0,0,0,0,0.0,556,0
757,Conor Bradley,40,DEF,Liverpool,Bradley,40,215,,215,0,719,,0.0,0,204,a,0.0,,242,0,569,0.0,0.0,False,581,0.0,0.0,188,0.0,,1.0,0.00,0.00,0.0,0,222,0,0,0.0,0.0,528,0,212,0,0,0,0.00,,0,0,0.0,81,0,,0.0,214,0.0,0.0,23,0.0,0,0,0.00,494,554,,0.0,0,209,0.0,700,0,0,0,0,0.0,576,0
21,Albert Sambi Lokonga,49,MID,Luton,Sambi,93,189,2023-09-27T09:00:08.013871Z,192,0,638,,1.19,2,190,a,0.0,,247,0,421,0.79,0.0,False,319,0.04,16.8,128,0.96,100.0,1.0,0.04,2.42,1.8,-1,1397,3,1,17.5,0.0,382,0,135,0,0,0,0.06,100.0,3,1,0.4,2420,0,,0.02,191,0.02,1.4,18,1.0,23,0,0.10,288,367,,11.0,0,164,4.5,258,227,0,0,0,0.2,416,7
52,Marvelous Nakamba,44,MID,Luton,Nakamba,445,97,2023-12-21T13:00:10.319104Z,123,0,195,,1.03,24,185,a,0.0,,67,0,241,1.91,0.9,False,334,0.05,146.4,165,2.09,0.0,0.2,0.49,26.26,1.6,-1,177505,13,1,102.8,0.0,371,0,144,0,0,0,0.18,100.0,0,0,0.0,217282,0,,0.01,113,0.04,4.8,2378,0.2,131,0,0.67,374,182,,14.0,0,294,26.5,509,1131,5,0,0,0.0,263,21
314,Elijah Adebayo,48,FWD,Luton,Adebayo,13163,25,,24,0,181,,0.97,15,25,a,3.0,,31,4,215,2.07,1.0,False,219,0.36,165.6,6,2.02,,4.0,0.26,14.62,2.5,-2,113647,7,2,105.7,0.0,76,0,28,0,3,0,2.30,,2,1,0.14,116228,0,2.0,0.32,27,0.04,8.8,3816,4.0,128,0,2.56,47,174,,211.0,0,57,48.3,287,652,1,0,0,0.8,148,42
315,Mads Juel Andersen,39,DEF,Luton,Andersen,712,105,2023-10-07T21:00:07.970294Z,125,0,204,,0.94,6,103,a,-0.8,,77,1,266,1.4,0.8,False,277,0.06,122.4,125,1.76,100.0,0.2,0.00,7.51,2.0,-1,201787,4,1,1.8,0.0,310,0,96,0,1,0,0.26,100.0,1,0,0.0,202586,0,,0.06,157,0.0,3.6,745,0.2,72,0,0.26,367,424,,27.0,0,239,15.2,749,385,1,0,0,0.1,338,14
316,Amari'i Bell,39,DEF,Luton,Bell,6383,64,2023-10-03T22:30:08.429028Z,68,0,109,,1.09,22,81,a,1.2,,45,0,169,1.99,3.1,False,324,0.06,199.6,53,2.01,100.0,2.2,0.29,22.18,1.7,-1,141454,12,1,82.0,0.0,266,0,113,0,1,0,0.38,100.0,7,1,0.09,624418,0,,0.03,60,0.03,5.1,1718,2.2,143,0,0.67,149,219,,42.0,0,237,32.3,745,995,0,0,0,0.6,224,20
317,Luke Berry,47,MID,Luton,Berry,22,298,2023-11-04T03:00:08.936884Z,219,0,570,,0.0,1,210,a,-1.0,,210,0,715,3.46,0.0,False,439,0.0,0.0,265,4.22,100.0,0.0,0.00,1.22,1.0,-3,1274,0,3,0.0,0.0,424,0,199,0,0,0,0.00,100.0,0,0,0.0,6186,0,,0.0,297,0.0,0.4,32,0.0,6,0,0.00,671,712,,2.0,0,197,0.2,306,26,0,0,0,0.0,482,2
318,Reece Burke,40,DEF,Luton,Burke,23,100,2023-10-22T23:30:07.909991Z,90,1,409,,1.06,12,72,d,-0.5,Hamstring injury - 50% chance of playing,158,0,254,1.82,0.1,False,332,0.09,131.2,155,1.87,50.0,0.0,0.19,12.33,1.6,0,24921,7,0,73.8,0.0,246,0,117,0,0,0,0.37,50.0,0,0,0.0,21123,0,,0.06,64,0.03,3.2,158,0.0,79,0,0.56,444,230,,51.0,0,170,25.6,644,595,1,0,0,0.0,272,13
319,Allan Campbell,49,MID,Luton,Campbell,0,310,2023-09-01T15:34:04.323217Z,310,0,653,,0.0,0,308,u,0.0,Season-long loan to Millwall,257,0,731,0.0,0.0,False,732,0.0,0.0,285,0.0,0.0,0.0,0.00,0.00,0.0,-1,182,0,1,0.0,0.0,724,0,310,0,0,0,0.00,0.0,0,0,0.0,3844,0,,0.0,308,0.0,0.0,14,0.0,0,0,0.00,696,727,,0.0,0,150,0.0,232,0,0,0,0,0.0,732,0
320,Jordan Clark,48,MID,Luton,Clark,20,188,2023-08-06T23:30:05.803333Z,201,0,709,,0.0,3,213,a,-0.2,,291,0,420,3.42,0.0,False,478,0.08,16.8,137,4.03,100.0,0.8,0.07,3.54,0.8,-2,661,0,2,11.8,0.0,428,0,224,0,0,0,0.00,100.0,0,0,0.0,1567,0,,0.0,198,0.08,0.8,9,0.8,12,0,0.07,301,390,,2.0,0,181,3.1,279,79,1,0,0,0.2,437,4
321,Alfie Doughty,44,DEF,Luton,Doughty,14832,51,2023-12-02T19:00:09.058622Z,6,3,258,2.0,1.02,23,43,a,3.2,,101,0,136,1.8,0.4,False,196,0.2,238.8,8,2.09,100.0,4.2,2.13,26.58,2.6,-1,57685,13,1,457.4,0.0,192,0,62,0,8,0,0.32,100.0,9,1,0.08,37042,0,,0.03,4,0.17,9.5,642,4.2,207,0,2.45,42,16,1.0,79.0,1,116,77.5,539,1147,2,0,0,1.0,62,42
322,Luke Freeman,49,MID,Luton,Freeman,0,305,2023-08-25T08:38:56.197815Z,305,0,689,,0.0,0,303,u,0.0,Released,277,0,726,0.0,0.0,False,727,0.0,0.0,279,0.0,0.0,0.0,0.00,0.00,0.0,-1,59,0,1,0.0,0.0,718,0,305,0,0,0,0.00,0.0,0,0,0.0,1911,0,,0.0,303,0.0,0.0,1,0.0,0,0,0.00,689,721,,0.0,0,136,0.0,211,0,0,0,0,0.0,727,0
323,Matt Macey,40,GKP,Luton,Macey,0,58,2023-09-03T20:04:04.658822Z,58,0,315,,0.0,0,32,u,0.0,Released from contract,46,0,517,0.0,0.2,False,529,0.0,0.0,57,0.0,0.0,0.0,0.00,0.00,0.0,0,1324,0,0,0.0,0.0,475,0,58,0,0,0,0.00,0.0,0,0,0.0,41692,0,,0.0,41,0.0,0.0,213,0.0,0,0,0.00,440,503,,0.0,0,40,0.0,639,0,0,0,0,0.0,525,0
324,John McAtee,45,FWD,Luton,McAtee,0,68,2023-08-28T08:17:07.837499Z,70,0,236,,0.0,0,67,u,0.0,Season-long loan to Barnsley,40,0,657,0.0,0.5,False,668,0.0,0.0,62,0.0,0.0,0.0,0.00,0.00,0.0,0,7174,0,0,0.0,0.0,640,0,73,0,0,0,0.00,0.0,0,0,0.0,230710,0,,0.0,69,0.0,0.0,637,0.0,0,0,0.00,605,652,,0.0,0,71,0.0,400,0,0,0,0,0.0,662,0
325,Carlos Mendes Gomes,45,MID,Luton,Mendes,0,262,2023-07-26T11:29:40.140241Z,265,0,695,,0.0,0,261,u,0.0,Permanent transfer to Bolton Wanderers,282,0,665,0.0,0.0,False,676,0.0,0.0,228,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,650,0,269,0,0,0,0.00,0.0,0,0,0.0,1431,0,,0.0,263,0.0,0.0,5,0.0,0,0,0.00,615,660,,0.0,0,239,0.0,413,0,0,0,0,0.0,670,0
326,Carlton Morris,51,FWD,Luton,Morris,7997,21,,19,2,122,,1.05,24,16,a,0.2,,20,3,191,1.8,2.3,False,120,0.35,185.0,34,2.08,,1.2,0.63,27.77,3.2,-4,1092501,14,4,121.0,0.0,44,0,17,0,7,0,3.97,,1,2,0.15,1006698,0,1.0,0.3,21,0.05,10.8,14068,1.2,145,0,4.60,259,154,,310.0,2,42,61.4,163,1200,1,0,0,0.2,101,55
327,Admiral Muskwe,45,FWD,Luton,Muskwe,0,63,2023-09-01T14:47:17.297340Z,65,0,473,,0.0,0,62,u,0.0,Season-long loan to Exeter City,68,0,644,0.0,0.1,False,656,0.0,0.0,57,0.0,0.0,0.0,0.00,0.00,0.0,0,1383,0,0,0.0,0.0,626,0,68,0,0,0,0.00,0.0,0,0,0.0,18189,0,,0.0,64,0.0,0.0,64,0.0,0,0,0.00,591,639,,0.0,0,66,0.0,371,0,0,0,0,0.0,649,0
328,Chiedozie Ogbene,49,FWD,Luton,Ogbene,252,26,2023-11-21T13:00:10.159797Z,29,1,356,,0.95,18,34,a,-0.2,,54,1,227,1.71,0.2,False,272,0.26,154.8,38,2.21,100.0,0.8,1.79,23.24,2.1,-1,19874,10,1,160.4,0.0,124,0,34,0,2,0,0.90,100.0,1,1,0.1,22353,0,,0.09,13,0.17,6.9,582,0.8,152,0,2.69,304,117,,143.0,0,52,45.9,248,945,0,0,0,0.2,160,34
329,Fred Onyedinma,50,MID,Luton,Onyedinma,0,320,2023-07-31T07:05:08.472622Z,320,0,756,,0.0,0,319,u,0.0,Season long loan to Rotherham,324,0,744,0.0,0.0,False,744,0.0,0.0,299,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,738,0,320,0,0,0,0.00,0.0,0,0,0.0,201,0,,0.0,319,0.0,0.0,1,0.0,0,0,0.00,714,741,,0.0,0,113,0.0,184,0,0,0,0,0.0,744,0
330,Gabriel Osho,44,DEF,Luton,Osho,619,71,2023-08-04T11:00:04.319102Z,105,0,580,,1.06,12,114,a,2.2,,210,1,184,1.81,0.0,False,195,0.02,189.8,29,2.48,100.0,3.2,0.01,16.40,2.6,-1,3408,7,1,3.1,0.0,334,0,61,0,0,0,0.16,100.0,6,1,0.15,3127,0,,0.02,153,0.0,4.1,72,3.2,101,0,0.17,90,414,,23.0,0,101,21.6,511,596,1,0,0,0.7,302,18
331,Aribim Pepple,45,FWD,Luton,Pepple,0,76,2023-08-21T08:33:51.407917Z,79,0,486,,0.0,0,76,u,0.0,Season long loan to Bromley,70,0,681,0.0,0.1,False,689,0.0,0.0,71,0.0,0.0,0.0,0.00,0.00,0.0,0,838,0,0,0.0,0.0,669,0,79,0,0,0,0.00,0.0,0,0,0.0,17055,0,,0.0,77,0.0,0.0,41,0.0,0,0,0.00,633,677,,0.0,0,80,0.0,435,0,0,0,0,0.0,687,0
332,Dion Pereira,44,MID,Luton,Pereira,0,237,2023-09-01T14:46:43.900668Z,240,0,511,,0.0,0,233,u,0.0,Season-long loan to Sutton United,179,0,626,0.0,0.1,False,638,0.0,0.0,200,0.0,0.0,0.0,0.00,0.00,0.0,-1,1744,0,1,0.0,0.0,600,0,245,0,0,0,0.00,0.0,0,0,0.0,17231,0,,0.0,237,0.0,0.0,47,0.0,0,0,0.00,568,615,,0.0,0,302,0.0,536,0,0,0,0,0.0,631,0
333,Dan Potts,39,DEF,Luton,Potts,266,175,2023-08-06T23:30:05.828555Z,174,0,451,,0.0,0,161,i,0.0,Hamstring injury - Unknown return date,173,0,492,0.0,0.1,False,504,0.0,0.0,142,0.0,0.0,0.0,0.00,0.00,0.0,-1,8029,0,1,0.0,0.0,444,0,172,0,0,0,0.00,0.0,0,0,0.0,9735,0,,0.0,174,0.0,0.0,168,0.0,0,0,0.00,410,473,,0.0,0,235,0.0,737,0,0,0,0,0.0,498,0
334,Glen Rea,44,MID,Luton,Rea,0,231,2023-09-03T20:07:55.555731Z,234,0,603,,0.0,0,226,u,0.0,Released from contract,228,0,614,0.0,0.0,False,625,0.0,0.0,194,0.0,0.0,0.0,0.00,0.00,0.0,-1,883,0,1,0.0,0.0,584,0,239,0,0,0,0.00,0.0,0,0,0.0,5173,0,,0.0,231,0.0,0.0,25,0.0,0,0,0.00,550,601,,0.0,0,292,0.0,500,0,0,0,0,0.0,619,0
335,James Shea,43,GKP,Luton,Shea,100,82,,82,0,388,,0.0,0,60,a,-1.0,,57,0,594,0.0,0.1,False,607,0.0,0.0,80,0.0,,0.0,0.00,0.00,0.0,-2,2304,0,2,0.0,0.0,562,0,82,0,0,0,0.00,,0,0,0.0,11905,0,,0.0,68,0.0,0.0,65,0.0,0,0,0.00,524,582,,0.0,0,28,0.0,573,0,0,0,0,0.0,601,0
336,Joe Taylor,45,FWD,Luton,Taylor,0,67,2023-08-11T10:53:00.375635Z,69,0,447,,0.0,0,66,u,0.0,Season long loan to Colchester United,63,0,652,0.0,0.1,False,664,0.0,0.0,61,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,635,0,72,0,0,0,0.00,0.0,0,0,0.0,24551,0,,0.0,68,0.0,0.0,96,0.0,0,0,0.00,600,647,,0.0,0,70,0.0,395,0,0,0,0,0.0,657,0
337,Elliot Thorpe,45,MID,Luton,Thorpe,0,252,2023-07-13T12:00:04.224388Z,255,0,724,,0.0,0,250,u,0.0,Joined Shrewsbury Town on a season-long loan,301,0,650,0.0,0.0,False,662,0.0,0.0,217,0.0,0.0,0.0,0.00,0.00,0.0,0,14,0,0,0.0,0.0,633,0,260,0,0,0,0.00,0.0,0,0,0.0,595,0,,0.0,253,0.0,0.0,2,0.0,0,0,0.00,597,645,,0.0,0,227,0.0,391,0,0,0,0,0.0,655,0
338,Jack Walton,40,GKP,Luton,Walton,0,61,2023-07-11T09:00:04.234257Z,61,0,686,,0.0,0,35,u,0.0,Joined Dundee United on a season-long loan - Expected back 01 Jul,81,0,529,0.0,0.0,False,541,0.0,0.0,59,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0,0.0,0.0,487,0,61,0,0,0,0.00,0.0,0,0,0.0,768,0,,0.0,44,0.0,0.0,6,0.0,0,0,0.00,452,515,,0.0,0,43,0.0,652,0,0,0,0,0.0,537,0
339,Louie Watson,44,MID,Luton,Watson,0,233,2023-09-01T21:49:21.681463Z,236,0,378,,0.0,0,228,u,0.0,Season-long loan to Charlton,120,0,621,0.0,0.1,False,633,0.0,0.0,196,0.0,0.0,0.0,0.00,0.00,0.0,-1,3951,0,1,0.0,0.0,594,0,241,0,0,0,0.00,0.0,0,0,0.0,28076,0,,0.0,233,0.0,0.0,95,0.0,0,0,0.00,562,610,,0.0,0,297,0.0,525,0,0,0,0,0.0,626,0
340,Cauley Woodrow,44,FWD,Luton,Woodrow,561,44,2023-11-10T17:30:09.674003Z,47,0,210,,0.0,2,47,a,-0.5,,32,0,401,2.43,0.7,False,416,1.28,26.0,52,1.95,50.0,0.0,0.44,1.60,1.0,-1,124634,0,1,49.3,0.0,294,0,48,0,0,0,0.61,100.0,0,0,0.0,133315,0,3.0,0.74,42,0.54,1.6,1703,0.0,29,0,1.05,546,292,,32.0,0,91,10.6,490,74,0,0,0,0.0,372,7
393,Teden Mengi,39,DEF,Luton,Mengi,20356,55,2023-12-02T19:00:09.142375Z,83,0,126,,0.95,18,68,a,0.8,,53,1,149,1.71,2.3,False,259,0.02,222.4,65,2.02,100.0,1.8,0.05,21.35,2.1,-1,286461,10,1,6.3,0.0,238,0,83,0,1,0,0.23,100.0,5,1,0.09,83238,0,,0.02,148,0.0,6.4,2515,1.8,136,0,0.28,184,404,,54.0,1,241,28.4,756,950,1,0,0,0.5,249,25
553,Ryan Giles,43,DEF,Luton,Giles,87,127,,110,0,414,,0.84,12,90,a,0.0,,162,0,329,2.53,0.1,False,411,0.14,69.0,89,2.44,,1.0,0.53,11.58,1.0,-2,9311,4,2,96.8,0.0,284,0,148,0,0,0,0.12,,1,0,0.0,17562,0,,0.03,44,0.11,2.3,104,1.0,66,0,0.65,267,186,2.0,36.0,0,148,20.3,597,427,0,0,0,0.2,309,10
575,Tom Lockyer,43,DEF,Luton,Lockyer,212,33,2023-12-02T19:00:09.461542Z,53,1,339,,1.08,23,41,a,-0.5,,132,1,91,1.77,0.2,False,333,0.1,286.2,111,2.13,100.0,0.5,0.29,27.64,1.6,-2,31430,14,2,39.2,0.0,188,0,118,1,1,0,0.99,100.0,0,0,0.0,32896,0,,0.08,106,0.02,5.3,782,0.5,162,0,1.28,327,315,,80.0,0,132,40.6,578,1169,4,0,0,0.1,185,23
582,Pelly Ruddock Mpanzu,47,MID,Luton,Mpanzu,72,139,,146,0,555,,1.0,14,142,a,0.0,,204,0,326,1.75,0.0,False,351,0.23,70.8,121,2.22,,1.0,1.36,17.74,1.5,-3,3565,8,3,68.6,0.0,272,0,154,0,0,0,0.46,,1,1,0.13,6681,0,,0.06,137,0.17,4.9,48,1.0,68,0,1.82,277,241,,41.0,0,200,18.0,310,718,0,0,0,0.2,322,23
586,Tahith Chong,48,MID,Luton,Chong,104,125,,131,0,452,,0.8,17,98,a,-0.2,,151,1,301,2.25,0.1,False,338,0.15,93.4,138,2.4,,0.8,0.25,18.09,1.6,-2,11336,6,2,54.3,0.0,162,0,147,0,0,0,0.90,,0,0,0.0,17545,0,,0.12,149,0.03,4.6,145,0.8,60,0,1.15,302,276,,101.0,0,192,24.5,294,679,3,0,0,0.2,280,22
602,Issa Kaboré,40,DEF,Luton,Kaboré,2760,77,2023-12-06T21:00:11.539721Z,56,2,85,,1.08,21,73,a,-0.5,,30,0,198,1.89,4.7,False,309,0.13,178.8,109,2.11,100.0,0.5,1.20,23.50,1.8,0,562096,12,0,157.5,0.0,248,0,110,0,3,0,0.22,100.0,1,0,0.0,659316,0,,0.02,23,0.11,6.2,4931,0.5,135,0,1.42,325,120,,50.0,0,205,38.5,694,1002,4,0,0,0.1,194,25
614,Thomas Kaminski,45,GKP,Luton,Kaminski,4124,5,,5,0,288,,1.0,32,69,a,1.5,,38,0,9,1.88,0.3,False,232,0.0,502.2,12,2.13,,2.5,0.02,36.14,2.4,0,49577,17,0,0.0,3.76,617,0,26,0,1,0,0.00,,6,1,0.06,40474,0,,0.0,76,0.0,8.9,558,2.5,277,64,0.02,137,631,,0.0,0,15,50.2,351,1530,3,0,0,0.6,140,40
630,Ross Barkley,49,MID,Luton,Barkley,5242,81,2023-09-16T23:30:07.302434Z,87,2,355,1.0,1.01,20,96,a,3.5,,112,1,201,2.02,0.2,False,202,0.2,176.0,21,2.16,100.0,4.5,0.85,21.40,2.6,-1,18489,10,1,170.9,0.0,160,0,88,0,0,0,1.06,100.0,5,1,0.1,22637,0,,0.11,76,0.09,6.3,389,4.5,142,0,1.91,33,105,3.0,103.0,0,139,44.8,216,893,3,0,0,0.9,167,31
631,Jacob Brown,49,FWD,Luton,Brown,1312,31,,27,1,340,,1.04,22,24,a,1.8,,53,2,246,2.28,0.2,False,254,0.31,142.0,14,2.56,,2.8,0.41,24.62,2.2,-1,30782,10,1,111.1,0.0,70,0,32,0,3,0,2.58,,2,1,0.1,26163,0,,0.27,23,0.04,7.3,667,2.8,105,0,2.99,120,163,,222.0,0,54,46.7,252,867,3,0,0,0.6,155,36
648,Aidan Francis-Clarke,40,DEF,Luton,Francis-Clarke,0,231,2023-09-11T14:13:13.987409Z,231,0,630,,0.0,0,221,u,0.0,Season long loan to Dagenham and Redbridge,223,0,587,0.0,0.0,False,599,0.0,0.0,204,0.0,0.0,0.0,0.00,0.00,0.0,0,713,0,0,0.0,0.0,547,0,228,0,0,0,0.00,0.0,0,0,0.0,1359,0,,0.0,230,0.0,0.0,7,0.0,0,0,0.00,512,572,,0.0,0,226,0.0,719,0,0,0,0,0.0,594,0
665,Tim Krul,44,GKP,Luton,Krul,99,85,,85,0,537,,0.0,0,63,a,-1.0,,72,0,608,0.0,0.0,False,619,0.0,0.0,83,0.0,,0.0,0.00,0.00,0.0,-1,3002,0,1,0.0,0.0,577,0,85,0,0,0,0.00,,0,0,0.0,3094,0,,0.0,71,0.0,0.0,45,0.0,0,0,0.00,542,595,,0.0,0,22,0.0,480,0,0,0,0,0.0,613,0
